Square_Footage,House_Price
2705,628610.9650581649
3024,698124.6114710766
1569,362679.08775021497
3944,822030.766712673
3065,611205.6889207754
1560,359657.9955923103
2827,605143.9591154716
3920,881016.0047742793
801,258111.6713724362
4776,1038652.4247755758
1106,219426.92448759972
3670,813296.8090259811
1199,211038.85316259583
1639,395042.3550597105
690,203867.04292282808
2800,619660.8346800937
1480,304174.6641013576
3475,731899.435616318
1684,467628.527062253
3827,827143.776401641
3894,797034.4255040532
627,126097.92716348889
2565,527544.910534171
2316,570289.0160760867
1069,234389.76681767977
2395,534533.0200368982
3233,660507.8198303543
4363,1008539.156234348
4514,955158.90638745
3401,756373.8420634224
2186,441315.08847493527
3509,749610.4677553453
654,158636.70310577296
3037,699683.2484112402
1909,390430.2223774808
4557,935973.5562996916
1284,350816.184399563
3675,779019.7305378267
4841,987630.2411262016
3306,733612.8163648158
1037,255907.13436003952
2341,517655.1581174146
2955,684425.2003263966
1024,323701.2441901499
3450,724814.2264216079
4631,1015556.1485920788
4615,993273.0796606252
2868,581948.159950993
4347,895675.5548211845
4995,1092026.89678641
3201,662119.9410580613
1471,341253.2207795087
1666,412045.7826588494
3274,748220.493682927
2482,507185.45440816105
1353,354054.70019158506
4646,915005.2948821838
4236,872676.434152397
4269,934942.0571329228
1074,269061.7820440072
3761,867445.4184620865
1648,342303.68926754716
2215,486872.0567091347
4354,935626.95292811
2991,644601.105174152
3160,645375.2217757016
3624,786580.3015186453
3551,740281.2153448497
504,149743.4999535613
1376,348893.55395287194
1491,346010.94983818056
4642,915441.1797542056
4864,988325.4879158876
4965,1075864.2810329462
1135,329218.5249164853
2193,530004.3428420601
2182,408013.5790622347
619,224507.20014868543
1330,300656.0790681994
4175,848824.7742976189
1869,396681.2860961783
1240,262398.4460460842
616,180393.6281134625
3338,671803.9439013259
1650,474045.8427124246
2431,505877.59815497726
1512,389645.3296127529
2164,483350.32816846616
1581,358458.3807510001
1012,264395.09178796335
3349,749571.2916347987
1059,263760.9441483153
4172,894611.0786564201
3843,853001.1125510683
4570,972537.496467423
1970,453359.87163545546
1080,270230.63769827964
2794,673649.8960889375
3647,827205.303959231
4749,1007770.5792970628
2179,443005.62363881344
4006,871566.5627396672
3244,726227.5690417645
3856,824351.6710960343
4545,973850.3282632278
1743,344363.2736819858
3618,793421.1417884243
2641,621862.7654183527
3559,758946.7724048437
3459,759151.2379465501
2765,630531.7401285437
2979,646766.2897519646
2135,533039.4327952061
2257,496427.1035646905
4952,1099211.6405116057
2570,605600.9507407207
3349,738935.8194460399
3751,839522.318603536
4230,874856.2710820399
2989,609401.0845045892
2131,457643.0980423783
3316,676108.8512096877
1515,300935.18607341987
1848,381998.6086592969
3587,720883.657171062
3339,722543.0796460027
835,294548.40256048914
1395,336073.5215992294
4046,863034.675749834
1351,319748.76677475666
2187,504023.26087166165
2431,538851.8933945443
4246,934919.3827777772
2927,648902.5219843038
2068,414808.65431769955
4500,940080.4444014952
3238,676233.0768279255
3998,866618.3890237983
4413,983106.2224146988
1566,367024.37943296967
4880,1075814.4318808403
2944,660979.0474886918
4607,978190.835072989
3873,801313.0610758337
4469,992213.4530121648
3046,676719.1220590248
1253,296184.19659571577
2582,587557.3219128358
3274,724842.1846929234
3396,762080.8235471162
4685,955223.3951427988
1275,354189.0054772034
2125,454484.4215050965
3569,769087.1879559917
917,251359.79864274812
614,172534.44400203408
1116,268244.1761186752
4474,985699.1860734548
3767,824529.5721138918
1325,289985.41455097107
2016,450594.5679766036
3646,794010.0167336396
912,233504.5137836983
1228,269736.4362439106
3848,841676.0140843305
3308,707483.440019593
1175,310471.3888855296
3965,846516.6709494363
3004,647388.2995956682
3467,760678.6016673865
3286,681361.2493428746
1622,325380.0022571336
4579,987442.6840517226
2071,508941.1259280808
2643,572941.4282388942
2187,481489.24616078194
4632,997885.7696999718
4351,944921.9815744858
3940,842172.2092376931
4266,901471.7427249742
2826,632482.6223597979
3414,748136.4563894381
4452,914555.7450033636
1095,214492.39812518295
1228,287478.2675046062
1865,478566.0655908441
4992,1068538.1056038716
1198,334276.21781208954
895,235478.10213396215
4671,1028282.3118218936
4860,1060712.8283115798
3002,690243.7506863925
2319,501720.6757217424
1217,314916.5292154408
3282,752791.6325948103
4077,848697.2899849606
643,213397.79303700433
3640,788471.7465500822
4991,1023975.1331555475
3438,738091.5512277477
4136,926531.8100085806
3722,781388.9356850483
1667,302975.3037628076
3116,696224.0924052008
1562,370689.5462510848
2656,559262.3223593918
3482,775422.1168993582
3794,783176.6365627198
1656,392725.1966639868
1232,297268.39963389
4830,1027285.7703285776
1453,367172.5872737959
3039,697780.778011206
3824,802714.096172766
3801,783978.6474904561
2042,475471.1766686792
1691,427302.04370052734
3493,724420.5096752369
3181,690319.8868147184
1717,383644.177744459
2040,379109.0941130737
3736,758293.3788835382
2886,619360.9693678387
4219,923122.114178692
1888,477884.3169302657
2356,558796.2539569193
1865,366797.3447576696
999,226125.4126756759
2180,507967.8360673265
1010,246540.9659359964
4812,961367.1393329063
1824,427947.1030973768
1655,396277.33998439007
2327,585574.1096146859
3641,763296.5725547657
3986,827741.1738157432
2310,523323.0670600654
3423,731262.2024937344
2714,574450.4841823126
4686,923773.1293560604
1213,269665.86139839556
4102,838955.4538986462
4634,915104.2350135812
4022,875981.0268954616
4768,1017321.3952750646
1743,435500.94479437906
4209,896600.4885198027
1581,342679.45001245977
955,267185.26764160517
1394,338350.5954344411
1884,414166.584309186
2458,523387.09594019287
3572,720713.4288162608
2496,551668.6465406333
4785,972746.6952602348
1004,269874.7159038473
1714,431423.2948124018
2031,501692.8515892058
3940,804904.7205412153
1323,362719.62685852055
1428,369407.96419171983
633,176494.35410241215
2605,557218.6456389157
4127,909713.435000704
2352,526951.7757612201
4675,1033450.4577544982
3433,739205.5159327254
3784,870504.8285910133
4798,1045202.3496436334
3311,722603.6896894623
1750,409947.22163611784
4012,901000.4882338208
1756,364834.6821527956
3876,795928.1818267058
3986,778486.8427341338
4084,858011.5135429478
1896,418888.6616954587
4137,887527.9071799915
3830,827140.4447152761
3203,673586.747670695
970,258717.68020973945
1853,471816.88531841413
3283,764387.1612255372
3331,687869.2513012193
857,252024.0176812598
3519,788284.6902015205
1167,219652.59801356145
4968,1043830.2913439176
1645,368670.1351204142
4685,1015603.7016174662
4219,909745.2997917284
3245,695195.3585354679
1039,322312.8625079516
3279,746167.7281082802
4636,985351.0239129456
4275,896792.553841208
3008,716524.6919885611
3279,695362.741532193
1424,379005.7118671184
3456,763645.6101593996
2081,424881.192942697
3824,809782.1662261934
4985,1032002.2381140392
755,239234.5743220795
2338,560304.6612210645
2444,523988.4313016928
509,179398.43319315853
3371,736289.1245550752
1297,284798.2134604166
1515,327253.4579829949
2324,506990.3247570412
4969,1064774.9343224152
3636,818671.3913349382
2693,648718.3260877142
723,236865.43918275135
4658,951484.5473650974
4425,967287.6138508852
4500,936969.4548360409
2133,523680.204086382
2652,537770.4956241908
1010,261227.3187203414
884,217669.88490550496
904,198204.1283050715
2500,517128.7578663306
3256,701609.1002837394
2168,465144.0719417193
1960,466251.49161970714
4136,894174.439544655
3224,705754.4319783618
4678,1007068.6501452676
2548,547523.9110807307
4646,965317.5061019752
1216,299226.76708907617
2323,548288.2433774915
2581,570399.7427677898
3919,875382.7427446679
2074,473734.215407891
749,146020.40342022013
1173,288382.46046148066
2665,537619.5908056167
1270,264215.33977452776
4462,1010589.32913523
4863,1047149.2482085732
2484,562238.4809757017
1577,370970.3860521568
735,238459.1158908021
888,215993.8951157028
3537,769763.673034886
2348,594755.3248280677
3314,779336.1178319983
3874,820831.6964017673
3778,818613.7108034128
1752,432824.65856336313
4481,996696.835850388
2622,604936.830452781
2650,596659.3685492761
1829,417900.59093719104
1858,376032.36153657595
2982,626454.2784147046
2517,629609.0984680437
1831,432687.983790756
4844,979926.724614952
4761,1041122.1131331322
1858,433664.2275283448
3677,806645.0448680979
2628,576020.0443075488
2680,600207.3340100806
637,190828.13988469375
3972,878049.2511558104
3332,704212.5239765074
4079,909836.08484369
3531,771922.849821314
4664,1010183.5001098072
3093,650748.6977489772
4800,1018026.9936582922
4318,897666.0008462978
4638,998439.2371139774
4323,938864.8192625764
4542,978835.1052830342
2406,533178.2402465394
1260,278644.6693366641
3945,846346.3280926006
1399,310271.2636685363
4955,995441.7102207708
3447,830557.1687018349
2219,470083.2903669343
780,217462.4450570884
3766,787281.7359378719
2387,508927.8041870647
3766,799178.3100544005
1166,319601.3915396029
4688,1004456.2194818492
1171,206781.75744307123
2469,583183.4309103092
4656,913774.3890331694
3622,734501.9542665192
4400,987241.429730274
1023,287822.37687763135
2893,607535.6340463364
3617,804727.9577270229
3093,665369.9589318279
2468,540221.2539417966
2253,551444.6316158974
2796,621460.4905680827
2761,596339.5709584419
2786,617979.8529750025
4702,967780.6667222162
3378,734156.8160862669
4643,1021134.6211894122
4144,834328.5793736472
4932,1040389.0481357794
2555,602549.2781823011
1776,468699.4412955908
3266,738226.711971728
802,237185.91326914457
1138,315357.48101832974
555,111626.85342361582
1025,282660.2192955372
4623,972040.0599877926
2625,625113.6084591298
3787,745395.8553692064
864,250123.469112831
2146,510968.1406545
1418,353161.46132211224
3297,740330.4672038732
2031,496840.5291926289
3845,888020.5575222683
2406,522309.4058721854
3586,724033.5604571347
2575,545482.7420093057
1213,305026.7707546245
1562,355453.1829292205
2476,513292.75970622
1796,442278.7666177528
625,185569.89426877032
4096,826494.0471232897
3783,839074.0204275192
2103,474659.86005527806
566,158454.83915736206
732,190802.0703078011
2656,619516.332475993
1669,416605.60725276713
2658,551324.4886576998
4706,1000021.7606809204
1993,462185.7241886994
4507,985499.1963159838
2972,629290.1434469345
3160,627322.941247679
3239,638451.4027889116
2261,439898.8032648414
4014,821146.2339055584
2475,594005.0065233838
2862,613658.1099473296
1376,335417.6369743354
4312,919941.4098368196
3948,823529.5488742903
1812,415639.6454079276
1960,407600.3914029592
3209,694271.1623037981
2824,591174.1368528144
2233,525760.8806101802
2105,472291.952524426
3063,647832.2075906589
3921,889364.8170683798
4017,935451.9335719376
2897,625246.1179756841
4235,917235.4105319374
3370,769318.6038261497
1660,357130.1202818031
742,181191.0670440434
3090,641013.919122572
1563,336153.4280264353
4824,924012.9418488424
3095,670894.0581247887
1419,312202.08717502066
505,159121.4656145035
967,240302.2199712505
4670,1001847.3602497705
503,206042.3513164644
1145,275063.0991470561
617,147206.86576297088
3428,710065.5617561329
3051,624411.6024682868
4789,988358.2476373828
1346,351280.4162027617
3262,696027.2851612554
1641,364016.40122898977
2310,494537.5115454976
1223,307116.6791374497
724,194628.72736203528
4708,949404.2006657254
2548,574912.7662317117
4915,1011770.8785945608
2073,438849.2345292175
2328,527715.5373919866
2417,580272.8715936985
4734,1021159.6924822456
2526,567108.4842135326
4244,926488.454118578
1401,321278.1795200379
2539,572608.4313965299
509,140538.08318538152
760,211508.5901215244
2173,552158.5008426193
2719,623326.5868033242
2560,622100.1895022333
4213,845932.4082879503
2119,468251.3632686849
820,236054.00028315332
1842,405144.670068021
2876,663568.5126665218
3332,755402.3726912518
3324,759882.5851426219
2494,578870.7619594942
3458,760720.1464642045
2538,611557.8808542505
3990,851283.9163168798
4177,870212.7996762642
1618,340874.6232811248
2104,451409.48097110307
4527,898403.5372117123
735,198659.21988081493
2469,600564.2006890622
4929,1062899.029267778
2408,476966.9362678016
875,245941.05648799823
4030,844959.8412339088
3135,663727.5441240586
2070,473629.2215424205
3060,638284.4789553601
3891,833111.8086328949
3465,749471.4241491086
4143,891638.5086964626
4350,877752.3422257571
1372,377431.0643911781
1752,373171.5899458196
1814,405940.62394306617
3398,706686.3209428937
577,185557.69648043357
3121,728927.0713778214
4727,976049.1314638924
1100,241079.3234902556
1565,368640.6584269345
2636,645781.7324767867
2949,641526.9853657566
2843,691113.9194565738
2363,528869.8625493657
1818,441001.3484190839
4097,852599.97505604
4262,894261.7196452515
2690,574383.5478606392
1492,366271.8455560513
3212,665969.5719032948
2692,525408.9155105908
1748,394408.57694920874
3554,826606.0146181242
4533,940711.9831153804
2497,555012.7033097085
4187,950877.0053637534
2651,601083.947569366
4518,926094.1390762049
3610,774150.0468123948
2470,543160.4942000011
697,202427.97400689824
3126,708104.0557380343
1702,402002.4844273374
2535,533656.3940212176
977,214146.49100738543
1754,398823.2673263778
1422,313266.83650286886
919,217213.6452196605
2704,539133.0843265855
3097,697909.6503581115
1620,418003.15725851554
3568,818706.7764361517
1450,325738.14789058163
2836,605369.8615424815
2743,606157.4972713309
3145,613606.1874695573
2357,503962.1877251642
2365,510534.1603835062
3412,744040.0563316267
3353,701368.1143168806
3728,816939.5874308393
4219,907601.7861704028
3728,771385.1497807608
2871,636552.7524853058
3391,694917.3008745462
4256,852368.6069601658
4725,993240.2813625648
594,158856.84303466187
3174,678385.989963216
2455,531945.983279591
1293,279607.45517641783
2334,515300.5927029035
2616,542247.1622628621
4606,974421.4462019108
3825,843637.4594569862
3419,772740.0707275409
3097,685644.2336178538
3705,808905.5849604708
1314,341956.2674322983
845,222673.0658697626
2849,604718.223692736
862,234762.8244790115
2943,690305.8227623077
2765,652434.7052233267
2688,601890.2919093702
3505,753186.167662594
3781,792681.5184200833
1484,360372.9780385626
2139,422950.9047116141
1327,312914.00307582016
3230,734110.0243598827
4031,899849.5188200921
4951,1017583.4273609958
3435,729494.9061684583
4376,953339.7306451156
626,113576.5123703764
3677,847131.2132821754
3556,796875.0927818617
1103,280149.1863612468
3949,833283.0644545743
4646,1046163.3264236908
4033,889107.6929684004
3867,760436.8893623694
3868,864309.0323581436
4297,910000.3859570916
2292,512734.7788937932
3361,762769.5055574658
3976,827432.4143465807
3917,780363.0627911759
2145,524818.9633293215
1705,354744.6305953098
3530,754662.1768906609
3372,733900.7559066785
3572,729385.5524036873
2354,556236.7348047679
4521,1039730.2135109294
3208,672640.7862957919
4002,860129.7292090545
1832,432387.0410257919
701,246717.9663664509
4007,897176.5668201512
4712,976572.7481782682
1074,251724.6792513595
1036,238220.4845448509
2125,514184.1816653132
2622,561747.2624036099
885,194353.73613997572
3781,826587.7969711117
974,280961.6803897855
917,191907.6525048871
4100,809712.7379333257
1454,369854.9244932172
1705,400306.9574091656
4620,985628.9692003924
2490,567376.4006946473
4072,889695.2695039134
4880,1004325.3931894517
4658,1021278.340082141
3213,665309.7683934513
2703,576620.3718535388
3620,738643.2007694525
1466,343678.93524860224
3932,865263.3836358162
1188,342365.20713846444
4743,1037911.6519852468
4201,876992.62965777
841,238047.5927999937
2224,518166.38138878136
4922,1108236.8362913695
2292,483905.9983899615
2259,509733.85039647983
3712,747938.7115439639
1489,347769.0613211003
2762,619407.6279156839
2982,646118.3979191775
1451,338786.44407016825
1222,291123.86737050366
3889,796470.173239297
2579,603812.5887922472
3217,779867.2165969982
2832,656065.8419892447
3876,793323.8127937265
2000,448879.5107617519
785,262707.27893308154
3995,872258.3925462884
2565,530476.1232749791
1268,321199.3469094537
3557,730405.6620242158
4789,1033816.8247013512
2661,564747.6546436538
3793,804450.0990071343
1446,316282.80679770344
3835,806269.4033782159
4650,988234.6180212416
1981,489595.41246134235
2401,504682.30124801846
3951,851472.5994111879
4564,991703.3944221088
554,120795.5523667112
2323,511645.2377877411
3962,868356.2431862867
3579,765780.0440479134
1332,317780.5942863934
4908,1058290.680940349
3306,708003.0797050629
2990,663456.3939054122
827,198773.47571275916
3810,821117.7482116626
3800,888184.3038431654
4175,869924.3421379088
3554,734201.4615779822
2643,530326.7865334606
1811,436325.0761836845
3691,758140.6272517709
3038,647006.812552705
4483,921002.248222852
664,170024.87591657112
4777,1009807.4390560028
1322,345655.79485490214
1443,320689.21882179775
4925,1034380.2041616676
1274,304653.63604893
2698,571367.8252792631
3656,856066.3005338378
4742,931856.9695152728
4195,882532.5489330415
3952,875163.0460692297
1414,372292.6033923184
1808,402330.051233892
4677,965304.8489878176
1013,248621.82614873743
2420,560889.7929688855
4094,933332.7201261588
1909,453579.1055342158
3690,814843.6877321303
4991,1037268.0434280155
2055,460741.2339285246
1304,357477.33266695193
1779,480192.24523579155
4077,886451.6346786668
3401,786584.6102391081
1887,439793.0780082437
3261,701493.9970692651
3179,683723.1607044176
2606,572024.023634332
4723,964865.2986386952
3268,742599.2533323644
